,Unnamed: 0.1,structure_id,slab_num,well_id,slab_type,structure_acronym,structure_name,polygon_id,mri_voxel_x,mri_voxel_y,mri_voxel_z,mni_x,mni_y,mni_z,mni_nlin_x,mni_nlin_y,mni_nlin_z,donor,sample,position_along_hipp_AP_axis,top_100,top_100_600,top_600_2700,top_2700_5k,top_5k_end,top_600,top_2700
21,557,4258,14,5786,CX,DG,"dentate gyrus, left",1007812,119,98,102,-27.6,-28.3,-7.7,-30.1650136488218,-27.5741419288225,-9.27463606631708,10021,558,98,102.90269689376022,101.83290007083659,100.48065275267498,99.86923693376906,99.11764705882354,101.71340135473403,101.21525156210868
22,558,4254,14,5849,CX,CA1,"CA1 field, left",1007815,122,99,102,-31.0,-28.4,-8.9,-33.93669640440509,-27.645685952628607,-10.624294776358001,10021,559,98,100.68477313926607,100.77963829993853,100.79473759502629,100.22530537474385,99.11764705882354,100.77098256666592,100.8205650408349
23,559,4251,14,5841,CX,S,"subiculum, left",1007816,114,99,103,-22.0,-29.3,-8.8,-24.505261023939696,-28.683210571554696,-10.597178860532699,10021,560,98,103.9413037325566,103.57474355147636,101.78433722705432,100.60760721459596,99.11764705882354,103.2463956744433,101.86003104455183
24,561,4267,14,5825,CX,DG,"dentate gyrus, right",1009274,69,106,94,28.4,-18.9,-17.9,30.378493485701103,-19.658867630443197,-19.1700819292586,10021,562,107,102.35112598435778,101.03589663527892,101.57783338320645,100.83452951511848,99.11764705882354,101.00171619889817,100.74822108197665
25,562,4266,14,5817,CX,CA4,"CA4 field, right",1009275,68,106,94,29.5,-18.9,-17.9,31.63928683534009,-19.4606627665742,-19.1158989539267,10021,563,107,102.18744775734734,100.98874307787194,100.40277518594209,100.04910510002469,99.11764705882354,100.64409795138091,100.06239320152416
26,563,4265,14,5809,CX,CA3,"CA3 field, right",1009273,67,106,94,30.6,-18.9,-17.9,32.89856757095411,-19.3047553806402,-19.0884514678912,10021,564,107,103.2297818065631,102.36695706866544,100.97815306977539,99.85701522899372,99.11764705882354,102.69473469178179,101.79082296678692
27,564,4264,14,5801,CX,CA2,"CA2 field, right",1009276,65,105,94,32.9,-18.8,-16.7,35.50092887491791,-18.861229174629397,-17.764363608247002,10021,565,107,99.07857509844912,97.98304370478569,98.51862187244751,97.69833322552708,99.11764705882354,97.93212480712126,97.6950533682201
28,565,4263,14,5793,CX,CA1,"CA1 field, right",1009277,65,107,94,32.9,-18.9,-19.0,35.39235731553261,-19.295419401988198,-20.4771783039495,10021,566,107,101.06612459937735,99.7167866315264,99.0007987480844,102.70311435369639,99.11764705882354,99.68394708608993,99.70526241996049
29,566,4260,14,5785,CX,S,"subiculum, right",1009278,73,108,94,23.9,-19.1,-20.2,25.427167706458807,-20.09042740473789,-21.701029686213303,10021,567,106,104.62505688236304,103.7693299796559,102.00052293286892,100.84027431295102,99.11764705882354,103.07546850817764,101.45560696288453
30,647,4267,13,7065,CX,DG,"dentate gyrus, right",1025587,71,106,91,26.1,-15.7,-18.2,27.694690610730802,-16.9244480511335,-19.63635654152861,10021,648,109,107.32093042064396,107.6559898292455,107.2098754839248,104.3799981582938,99.11764705882354,107.35000726629994,106.43064169524261
31,729,4265,16,7376,CX,CA3,"CA3 field, right",1032337,80,99,108,16.2,-34.1,-8.3,18.191103488315,-33.560473387906896,-8.98314534318963,10021,730,93,91.80051217130476,91.43949905368471,93.23586125287788,95.90283839182442,99.11764705882354,92.22548148102025,92.066174277342
32,735,4256,16,7421,CX,CA3,"CA3 field, left",1025259,116,95,111,-24.2,-37.9,-3.3,-27.31560364891261,-38.7630486967457,-5.49340593610225,10021,736,91,90.66872523762879,93.93194856931039,91.77316131759588,93.43831416973826,99.11764705882354,93.6147977212304,91.99628060607125
33,753,4264,16,7368,CX,CA2,"CA2 field, right",1032306,76,98,108,20.7,-34.0,-7.1,22.75457058519569,-33.3653792735362,-7.83518037240718,10021,754,93,93.0880576529367,94.53014746201873,93.6325688185017,95.33707430085093,99.11764705882354,94.5984571307713,93.13904693327423
34,780,4254,16,7405,CX,CA1,"CA1 field, left",1025261,116,98,112,-24.1,-39.1,-6.7,-26.64343253419489,-39.9687852681123,-8.970303806882841,10021,781,91,93.89102382769458,92.44820575930147,92.5777900598057,94.16744623866778,99.11764705882354,91.84902899022909,91.62444503591124
35,781,4255,16,7413,CX,CA2,"CA2 field, left",1025260,118,95,112,-26.4,-39.1,-3.2,-29.131239903234896,-40.0881753111416,-5.70977851790314,10021,782,89,91.09667435870901,94.81571190107495,93.75498180444758,95.23956771477316,99.11764705882354,93.54553962975162,92.42882526899926
36,782,4257,16,7429,CX,CA4,"CA4 field, left",1025284,115,96,111,-23.0,-37.9,-4.5,-26.140404326264896,-38.63926450818779,-6.59187622661825,10021,783,91,93.48338243114135,94.36841900825685,92.83999623024683,93.01271762228274,99.11764705882354,94.47864471831303,92.5271358723307
37,783,4258,16,7437,CX,DG,"dentate gyrus, left",1025285,114,96,111,-21.9,-37.9,-4.5,-25.095828721354998,-38.2533526570001,-6.317119891657961,10021,784,91,91.74524470205223,89.45064451668539,90.8847634399708,92.21010995377448,99.11764705882354,90.1189170837208,89.11857559858683
38,793,4251,16,7397,CX,S,"subiculum, left",1025262,111,98,110,-18.5,-36.9,-6.9,-21.7146187099972,-35.77392886244429,-7.9479715555328205,10021,794,91,95.43153205030046,97.89723639284955,95.16735346616909,95.66170585003331,99.11764705882354,97.42386417161156,95.4901796362824
39,871,4264,13,7073,CX,CA2,"CA2 field, right",1025580,70,103,91,27.2,-15.6,-14.6,28.8596828623106,-16.889587610695,-16.105829961133498,10021,872,107,106.06153782446137,106.29629975549095,103.94784040840578,102.46495685483973,99.11764705882354,107.01800983940527,105.12870732629499
40,872,4266,13,7081,CX,CA4,"CA4 field, right",1025582,70,106,91,27.2,-15.7,-18.2,28.936770432237488,-16.6694014816244,-19.4977144527938,10021,873,109,105.81278630446042,104.95682355564223,105.95741945140213,106.23747521859038,99.11764705882354,104.23587361715508,103.60311907212179
41,875,4256,13,7010,CX,CA3,"CA3 field, left",1029979,117,102,92,-25.5,-17.5,-13.4,-27.661061987719197,-17.6157031393003,-15.5289129730939,10021,876,108,107.26678153639146,107.39826738367753,106.27361419552452,103.9856176161792,99.11764705882354,107.49502823191038,106.60668629654933
42,887,4260,13,7009,CX,S,"subiculum, right",1026201,75,110,91,21.7,-15.9,-22.9,22.7741685763802,-16.8249032526187,-24.6313966782626,10021,888,109,108.30003580314298,109.14118394133773,107.7871678906907,107.073931156924,99.11764705882354,108.73894483799036,106.67088911983424
43,888,4263,13,7017,CX,CA1,"CA1 field, right",1025579,75,104,91,21.6,-15.7,-15.8,22.3581440236662,-18.197153572931,-17.3263046768073,10021,889,108,111.79851890056355,112.4468804463599,108.90656251469436,109.5680756908908,99.11764705882354,112.34543750198033,108.77333273941682
44,1016,4258,8,13762,CX,DG,"dentate gyrus, left",1288532,123,108,126,-32.0,-35.0,1.0,-26.206096196112398,-38.9880440138922,-1.99212989551472,12876,124,88,88.50203257075886,85.80400054801753,85.77015517415336,86.87609042876788,99.11764705882354,85.7471712698516,86.10268233948892
45,1017,4257,8,13754,CX,CA4,"CA4 field, left",1288537,124,107,126,-33.0,-35.0,2.0,-27.0702366552578,-38.7640687425129,-0.838839736475002,12876,125,88,91.30081463924854,91.90625527223888,91.09142528653108,92.36638407920535,99.11764705882354,90.83821873578704,91.3475614889423
46,1018,4254,8,13730,CX,CA1,"CA1 field, left",1288898,130,112,126,-39.0,-35.0,-3.0,-32.6291313206604,-38.66201894143921,-4.72223672798617,12876,126,89,92.04441979722809,94.73273134872306,93.71910089970804,92.89349901947976,99.11764705882354,94.29143603462067,94.44351740305015
47,1027,4258,7,13721,CX,DG,"dentate gyrus, left",1278237,121,123,111,-30.0,-20.0,-14.0,-27.7634191784728,-22.5526975256674,-14.6768421430089,12876,135,104,106.64465949704908,106.88968952266671,107.56277704654602,104.91034761609903,99.11764705882354,106.02384754863837,107.90036529494438
48,1028,4255,7,13697,CX,CA2,"CA2 field, left",1278251,123,121,111,-32.0,-20.0,-12.0,-29.472951507364396,-22.5931623085896,-12.764643450829999,12876,136,103,101.67060405098007,98.53945977730189,99.07398728872866,100.13568746493637,99.11764705882354,98.29980365442906,99.06670943259523
49,1029,4254,7,13689,CX,CA1,"CA1 field, left",1278252,127,124,111,-36.0,-20.0,-15.0,-33.3809897460399,-22.676629190351488,-15.3250160424737,12876,137,104,101.40189059094034,104.31378555229931,106.03952556926525,105.50991304746151,99.11764705882354,103.51342620735853,105.08232402070688
50,1073,4256,8,13746,CX,CA3,"CA3 field, left",1288533,123,106,126,-32.0,-35.0,3.0,-26.117554866294398,-38.8252376584672,-0.0516245237556929,12876,181,88,88.71065078687656,88.52290176059142,88.89987586169548,91.34203292441202,99.11764705882354,87.45034023091328,88.64516882750307
51,1074,4255,8,13738,CX,CA2,"CA2 field, left",1288534,120,101,126,-29.0,-35.0,8.0,-23.2750241552978,-38.6483889551115,4.402805507601,12876,182,88,88.17160457037043,94.44876954061225,90.53040147364497,92.28541960420539,99.11764705882354,91.59953102247225,90.337704310968
52,1075,4251,8,13722,CX,S,"subiculum, left",1288900,116,109,126,-25.0,-35.0,0.0,-20.3578716081491,-38.953400610867796,-3.87878840905694,12876,183,89,94.39047573805249,96.70990697270196,98.0626167992586,96.97769199415727,99.11764705882354,96.13423512554822,98.17078981441955
53,1076,4254,6,13634,CX,CA1,"CA1 field, left",1289062,118,133,100,-27.0,-9.0,-24.0,-28.284005851306,-9.506506726759687,-23.650747422492,12876,184,116,114.60869498112889,110.68317974680649,113.38569456732179,112.2407479202669,99.11764705882354,111.26020641805994,111.9842627165363
54,1077,4254,6,13626,CX,CA1,"CA1 field, left",1288915,117,133,100,-26.0,-9.0,-24.0,-27.3495052038976,-9.41731479488482,-23.754127435085202,12876,185,116,113.27152655825657,111.13118291772057,114.04765589518026,115.71763838394503,99.11764705882354,111.98454394050623,112.94535927499675
55,1078,4251,6,13618,CX,S,"subiculum, left",1288914,109,135,100,-18.0,-9.0,-26.0,-19.8954998304206,-9.30126441655648,-26.4790490831292,12876,186,116,112.42613239689204,112.66684282119607,115.65884410018823,115.11457722179091,99.11764705882354,112.3008423653603,113.91945203894804
56,1086,4256,7,13705,CX,CA3,"CA3 field, left",1278250,120,121,111,-29.0,-20.0,-12.0,-26.8199645983963,-22.5015226997053,-12.7978558171383,12876,194,103,107.0408146968097,107.51726339317202,103.94517796554119,104.04858939793023,99.11764705882354,107.60791077985299,107.44820373594789
57,1087,4251,7,13681,CX,S,"subiculum, left",1278253,118,129,111,-27.0,-20.0,-20.0,-25.800707779435296,-21.9355649657334,-19.8016913572243,12876,195,105,103.42035616019955,104.7460743567375,103.34878538463757,101.17150092381229,99.11764705882354,104.15647283883314,103.5795946034126
58,1322,4257,10,139379850,CX,CA4,"CA4 field, left",112954868,121,118,117,-30.0,-26.0,-9.0,-29.733307690583896,-26.0196879776549,-12.2549777534359,14380,67,100,100.70915776208875,99.64561857672456,99.6801752479957,99.9192367817639,99.11764705882354,99.32598167632283,99.77568796607099
59,1323,4255,10,139379810,CX,CA2,"CA2 field, left",113044491,126,116,117,-35.0,-26.0,-7.0,-33.786987050163305,-25.972972134074997,-8.874284990177651,14380,68,99,99.8054526106429,95.14274781445225,97.48375189063744,97.81803113366614,99.11764705882354,96.00919570463682,97.22515836347526
60,1325,4257,10,139379764,CX,CA4,"CA4 field, left",113266083,120,118,117,-29.0,-26.0,-9.0,-28.8236635360496,-25.963530315969898,-12.410080104230799,14380,70,100,99.080188246827,100.00762950239762,99.25274943854957,100.67659704668087,99.11764705882354,98.87762759787786,99.36338803228537
61,1349,4257,11,139379786,CX,CA4,"CA4 field, left",113213777,115,104,129,-24.0,-38.0,5.0,-22.381445489180496,-37.1947125107395,1.44541167914421,14380,94,88,91.37149846534004,90.60396759904862,90.01848251265992,91.7109241658921,99.11764705882354,90.8129802927557,91.16208440899952
62,1350,4258,11,139379802,CX,DG,"dentate gyrus, left",112429620,114,105,129,-23.0,-38.0,4.0,-21.595412881467105,-37.2710073226847,0.339741172230493,14380,95,89,92.23259980884704,90.00814976562275,90.04659567106515,90.75045865954932,99.11764705882354,90.22724202690904,90.96182858806813
63,1352,4256,11,139379906,CX,CA3,"CA3 field, left",113355697,114,104,129,-23.0,-38.0,5.0,-21.4884370035431,-37.0784083775846,1.5321805420789,14380,97,88,87.47505125662423,88.13651853009671,86.95249894625734,89.57605099293004,99.11764705882354,87.86573661282361,87.72616174169809
64,1449,4256,9,127687558,CX,CA3,"CA3 field, left",113670035,119,125,109,-28.0,-18.0,-16.0,-29.105525645676888,-17.5336900119825,-18.414584193059397,14380,194,109,111.85780493250076,113.2855995881638,112.5868101770653,110.0794625619213,99.11764705882354,113.51268267136318,113.86910314032738
65,1450,4255,9,127687526,CX,CA2,"CA2 field, left",113667270,124,123,109,-33.0,-18.0,-14.0,-33.4462657145851,-18.1069595275158,-15.8509587594644,14380,195,108,107.24551025757025,103.80047995261612,103.35115298137143,100.93477290424177,99.11764705882354,104.14275340539879,104.63522377312546
66,1454,4254,9,127687637,CX,CA1,"CA1 field, left",1408736,126,126,109,-35.0,-18.0,-17.0,-36.1983590337625,-18.4024723829052,-18.5634271938117,14380,199,108,108.9662210393022,108.32414682537767,107.50626437631857,105.98229265105792,99.11764705882354,107.89608259457927,107.57505278761609
67,1750,4257,9,127687542,CX,CA4,"CA4 field, left",113670034,119,126,109,-28.0,-18.0,-17.0,-29.220976786051803,-17.4787111734503,-19.2871372071877,14380,495,109,107.17672290163465,109.30987999925328,107.07842556307448,107.97526830312083,99.11764705882354,108.59963891561914,108.15763595097059
68,1751,4258,9,127687510,CX,DG,"dentate gyrus, left",1408739,116,126,109,-25.0,-18.0,-17.0,-26.47666461407209,-17.2541379041573,-19.669110252154397,14380,496,109,112.9473159540959,110.8843542606954,111.35136557645531,110.96901199330874,99.11764705882354,111.386556363863,112.81094580500692
69,1752,4251,9,127687621,CX,S,"subiculum, left",1408735,115,129,109,-24.0,-18.0,-20.0,-25.765630234327002,-17.3069324863655,-22.4204274932793,14380,497,109,112.06504205379366,106.73228095635238,107.32330066818677,107.14443023937497,99.11764705882354,108.18546046328272,107.66819688353829
70,1764,4258,10,139379866,CX,DG,"dentate gyrus, left",1406549,121,119,117,-30.0,-26.0,-10.0,-29.8843162491961,-26.1468751085627,-13.271377784195002,14380,509,100,98.98457143477484,99.56065449363524,100.94297762778723,96.90808459441521,99.11764705882354,98.9257855887166,100.84357490579305
71,1765,4256,10,139379834,CX,CA3,"CA3 field, left",113185243,122,117,117,-31.0,-26.0,-8.0,-30.50774962204461,-25.960402580498705,-11.0203604996193,14380,510,100,98.66212143382356,98.84388645575763,99.02730196083182,94.69283252361225,99.11764705882354,99.2854137486355,99.6718222348877
72,1766,4254,10,139379794,CX,CA1,"CA1 field, left",113185244,124,121,117,-33.0,-26.0,-12.0,-33.134336383911,-26.3398482986628,-14.648491193217303,14380,511,100,99.45960223192,100.20015294293493,99.58791907173747,99.10649076842992,99.11764705882354,99.8738023943825,100.39159675633636
73,1767,4251,10,139379778,CX,S,"subiculum, left",113185245,114,119,117,-23.0,-26.0,-10.0,-23.54153386911649,-25.5779341036974,-13.5141117759894,14380,512,101,97.2361714690227,98.97405017158212,98.07341944967139,96.6901923584443,99.11764705882354,98.17762504334621,99.03596167551662
74,1779,4256,11,139379770,CX,CA3,"CA3 field, left",113328411,116,104,129,-25.0,-38.0,5.0,-23.290029692706998,-37.3249797859909,1.41410355094954,14380,524,88,87.55271575868407,87.87159628436214,87.42928959887979,89.41541705517452,99.11764705882354,87.66250232452603,88.4930177993449
75,1781,4254,11,139379737,CX,CA1,"CA1 field, left",113380929,119,108,129,-28.0,-38.0,1.0,-26.559081498729,-38.0776916474736,-3.211566534870569,14380,526,88,88.82568183611096,89.58522942029185,89.76194188988346,91.92444383656046,99.11764705882354,89.68750601426187,91.48162185415212
76,1782,4251,11,139379717,CX,S,"subiculum, left",113380930,110,108,129,-19.0,-38.0,1.0,-18.211251804487,-37.3089741856234,-2.71826827874921,14380,527,89,90.52883009976307,94.13549925716082,93.98208909702528,94.68184078683024,99.11764705882354,92.74871660829604,94.82273605513544
77,2050,4258,8,147628345,CX,DG,"dentate gyrus, left",127001454,118,131,107,-27.0,-16.0,-22.0,-24.728000048182807,-14.049826553368499,-20.3790968518968,15496,266,112,111.94927762120633,114.65265868985385,113.60396803682633,114.79425101456934,99.11764705882354,113.96141150187462,112.9678720260907
78,2053,4251,8,147628196,CX,S,"subiculum, left",127001456,114,138,106,-23.0,-15.0,-29.0,-20.7889058644297,-13.069618914886696,-26.845176317402892,15496,269,113,109.21409581442757,103.89143368864976,109.74505903541927,106.70060980819001,99.11764705882354,105.3508434462808,106.42446373679317
79,2064,4257,8,147628361,CX,CA4,"CA4 field, left",127001567,117,131,107,-26.0,-16.0,-22.0,-23.6926967805083,-14.0092693736476,-20.3127210389235,15496,280,112,110.1681021829271,111.15226186443765,111.45851321931069,109.52088944413777,99.11764705882354,109.96876492060613,111.15030455224286
80,2081,4251,10,148955218,CX,S,"subiculum, left",138072210,123,106,131,-32.0,-40.0,3.0,-29.6237843976543,-39.4512110124569,3.2799952600847697,15496,297,88,91.63987649358855,92.01159414867877,90.08635729231351,94.36006572981788,99.11764705882354,91.59834553106249,91.62467677902211
81,2088,4256,9,148955136,CX,CA3,"CA3 field, left",127589931,127,118,119,-36.0,-28.0,-9.0,-32.949964205949996,-27.525870156717602,-8.40429269017389,15496,304,96,98.99618351447403,100.56951540050326,101.63205317871547,99.56488498752508,99.11764705882354,100.33790438253631,101.51813804002292
82,2089,4255,9,148955119,CX,CA2,"CA2 field, left",127589930,131,117,119,-40.0,-28.0,-8.0,-36.8191285323256,-28.589399344058197,-8.188310969867999,15496,305,96,97.12442387505578,95.29787983240907,96.5996856924984,96.18976110860376,99.11764705882354,95.99132128488812,96.51230755570974
83,2090,4251,9,148955278,CX,S,"subiculum, left",138199839,118,124,119,-27.0,-28.0,-15.0,-23.47946993141249,-25.9946626111768,-13.353755067126801,15496,306,101,100.32664610834048,98.10519839796748,99.7384636730493,103.16991329547906,99.11764705882354,98.27119953345715,98.83575840143665
84,2133,4258,9,148955168,CX,DG,"dentate gyrus, left",127537206,125,120,119,-34.0,-28.0,-11.0,-30.5200461648527,-27.16393304727409,-10.172624010048901,15496,349,99,96.57841423480504,99.51655761269336,99.2402981950433,102.80203912150515,99.11764705882354,98.93922722120013,98.83973082846134
85,2134,4257,9,148955152,CX,CA4,"CA4 field, left",127589932,125,119,119,-34.0,-28.0,-10.0,-30.70731528024169,-27.2032261461992,-9.275499241761741,15496,350,99,98.72446052256134,100.39646076068938,102.41280597226742,105.37928548171435,99.11764705882354,99.42399273365946,101.19787813489071
86,2135,4254,9,148955294,CX,CA1,"CA1 field, left",138199757,132,123,119,-41.0,-28.0,-14.0,-36.392771738655796,-28.932689468537692,-13.761546370484801,15496,351,98,100.8626777745829,101.65011616054635,100.14959227951246,101.36809027790787,99.11764705882354,101.26117087473939,101.38536169302238
87,2148,4256,8,147628198,CX,CA3,"CA3 field, left",127094416,110,129,106,-19.0,-15.0,-20.0,-16.9810920257021,-12.9355522191589,-18.530976242167,15496,364,114,111.31191766605485,112.81407192976155,114.26539985093169,111.23142278520601,99.11764705882354,113.39340307914422,114.56815339482652
88,2150,4255,8,147628377,CX,CA2,"CA2 field, left",127094417,120,126,107,-29.0,-16.0,-17.0,-27.099831929762,-14.395536412141302,-15.8758759812101,15496,366,108,108.01406864278742,107.31513620096014,107.63917125130894,107.70628067425056,99.11764705882354,108.48149406027227,108.41247278816928
89,2253,4254,8,147628212,CX,CA1,"CA1 field, left",127004958,124,132,107,-33.0,-16.0,-23.0,-30.9538981905071,-14.4138481334287,-21.9548313582715,15496,469,112,111.07325310183103,111.59331735450615,114.03012750051995,110.39542141042156,99.11764705882354,111.7124850553688,112.53697738833597
90,2274,4258,8,160091979,CX,DG,"dentate gyrus, left",145964255,120,129,107,-29.0,-16.0,-20.0,-30.748732701035088,-18.6173564005506,-18.3850209237045,15697,20,108,110.10148856341904,109.65501399416277,107.48805247752321,107.05684236785851,99.11764705882354,110.77563577421219,109.49177478389606
91,2275,4257,8,160091963,CX,CA4,"CA4 field, left",145964256,120,128,107,-29.0,-16.0,-19.0,-30.478007506171604,-18.66363999179091,-17.2934536957552,15697,21,108,109.03703347869983,107.39785214622985,106.94242809246788,106.75799888066044,99.11764705882354,107.12459787641345,106.96423950562696
92,2276,4255,8,160091931,CX,CA2,"CA2 field, left",145964254,124,125,107,-33.0,-16.0,-16.0,-34.2363599629699,-18.511614113678103,-14.2811097053878,15697,22,105,104.79837372996668,106.08620584289079,107.12915321543187,104.70666500052623,99.11764705882354,106.65773230534087,106.77770260054879
93,2299,4258,9,160091911,CX,DG,"dentate gyrus, left",148020449,121,122,117,-30.0,-26.0,-13.0,-30.0706946562333,-27.997488580456,-11.444798249568,15697,45,98,96.31944530102756,96.4184178670591,97.515346281664,98.65191567161561,99.11764705882354,96.97334190085498,96.90714422757857
94,2300,4251,7,159438961,CX,S,"subiculum, left",147944867,108,139,94,-17.0,-3.0,-30.0,-23.442765824144296,-5.22499420179991,-29.2408573843736,15697,46,119,115.37441120603391,112.59439183443853,110.80489341105817,109.97526223436225,99.11764705882354,113.44588452278549,110.93355655287169
